City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description,Date
Rikitea,-23.1203,-134.9692,73.13,72,60,21.7,PF,broken clouds,2022-08-11 19:54:03
Harper,4.375,-7.7169,76.35,78,99,10.65,LR,overcast clouds,2022-08-11 19:53:38
Torbay,47.6666,-52.7314,62.28,88,100,8.05,CA,light intensity drizzle,2022-08-11 19:46:56
Khatanga,71.9667,102.5,44.11,66,100,6.26,RU,overcast clouds,2022-08-11 19:51:57
Rikitea,-23.1203,-134.9692,73.13,72,60,21.7,PF,broken clouds,2022-08-11 19:54:03
Punta Arenas,-53.15,-70.9167,39.31,60,40,11.5,CL,scattered clouds,2022-08-11 19:58:57
Ilulissat,69.2167,-51.1,36.41,96,100,1.43,GL,overcast clouds,2022-08-11 19:55:59
Cotonou,6.3654,2.4183,76.98,83,20,12.66,BJ,few clouds,2022-08-11 19:59:35
Pakokku,21.3333,95.1,81.63,72,100,8.81,MM,moderate rain,2022-08-11 19:59:36
Albany,42.6001,-73.9662,84.38,51,93,10.74,US,overcast clouds,2022-08-11 19:55:09
Nizhniy Ingash,56.2,96.53,58.17,89,100,2.1,RU,overcast clouds,2022-08-11 19:59:39
Rikitea,-23.1203,-134.9692,73.13,72,60,21.7,PF,broken clouds,2022-08-11 19:54:03
Banda Aceh,5.5577,95.3222,78.93,82,100,12.88,ID,overcast clouds,2022-08-11 19:59:41
Prince Rupert,54.3161,-130.3201,62.69,82,40,5.75,CA,scattered clouds,2022-08-11 19:59:42
Turukhansk,65.8167,87.9833,43.72,86,5,6.4,RU,clear sky,2022-08-11 19:59:44
Tiksi,71.6872,128.8694,40.28,97,100,12.39,RU,overcast clouds,2022-08-11 19:52:58
Vizianagaram,18.1167,83.4167,80.15,79,100,3.74,IN,overcast clouds,2022-08-11 19:59:46
Busselton,-33.65,115.3333,49.24,87,3,9.95,AU,clear sky,2022-08-11 19:55:31
Tiksi,71.6872,128.8694,40.28,97,100,12.39,RU,overcast clouds,2022-08-11 19:52:58
Rikitea,-23.1203,-134.9692,73.13,72,60,21.7,PF,broken clouds,2022-08-11 19:54:03
Maceio,-9.6658,-35.7353,80.04,78,20,9.22,BR,few clouds,2022-08-11 19:58:07
Ushuaia,-54.8,-68.3,38.82,87,40,2.3,AR,scattered clouds,2022-08-11 19:53:58
Castro,-24.7911,-50.0119,56.46,59,0,5.84,BR,clear sky,2022-08-11 19:53:08
Zastron,-30.3023,27.084,54.63,27,90,7.65,ZA,overcast clouds,2022-08-11 19:59:56
Busselton,-33.65,115.3333,49.24,87,3,9.95,AU,clear sky,2022-08-11 19:55:31
Korla,41.7597,86.1469,85.57,28,24,16.91,CN,few clouds,2022-08-11 19:59:58
Marsa Matruh,31.3525,27.2453,80.8,65,0,11.5,EG,clear sky,2022-08-11 20:00:00
Vavuniya,8.7514,80.4971,78.1,83,100,8.05,LK,overcast clouds,2022-08-11 20:00:01
Broome,42.2506,-75.833,84.97,44,0,11.5,US,clear sky,2022-08-11 19:52:37
Bengkulu,-3.8004,102.2655,76.33,91,46,3.49,ID,scattered clouds,2022-08-11 19:53:45
Rikitea,-23.1203,-134.9692,73.13,72,60,21.7,PF,broken clouds,2022-08-11 19:54:03
Pahrump,36.2083,-115.9839,98.44,25,52,5.01,US,broken clouds,2022-08-11 20:00:06
Kalemie,-5.9475,29.1947,72.39,52,100,1.28,CD,overcast clouds,2022-08-11 20:00:08
Mataura,-46.1927,168.8643,28.87,94,17,3.06,NZ,few clouds,2022-08-11 19:52:27
Rikitea,-23.1203,-134.9692,73.13,72,60,21.7,PF,broken clouds,2022-08-11 19:54:03
Nikolskoye,59.7035,30.7861,67.89,68,100,7.52,RU,overcast clouds,2022-08-11 19:59:04
Talnakh,69.4865,88.3972,49.17,68,90,4.05,RU,overcast clouds,2022-08-11 19:48:10
Atuona,-9.8,-139.0333,76.86,70,59,28.36,PF,broken clouds,2022-08-11 19:58:12
Mogadishu,2.0371,45.3438,75.67,82,46,19.08,SO,scattered clouds,2022-08-11 20:00:12
Rach Gia,10.0167,105.0833,79.81,84,74,8.59,VN,broken clouds,2022-08-11 20:00:17
New Norfolk,-42.7826,147.0587,42.91,81,96,0.89,AU,overcast clouds,2022-08-11 19:55:44
Katsuura,35.1333,140.3,80.89,85,55,21.83,JP,broken clouds,2022-08-11 19:56:50
Vila Franca Do Campo,37.7167,-25.4333,75.61,82,45,8.03,PT,scattered clouds,2022-08-11 20:00:22
Uddevalla,58.3478,11.9424,64.99,82,3,7.09,SE,clear sky,2022-08-11 20:00:24
Skibbereen,51.55,-9.2667,64.83,67,0,2.21,IE,clear sky,2022-08-11 20:00:25
Hami,42.8,93.45,87.19,27,40,14.23,CN,scattered clouds,2022-08-11 19:53:31
Los Llanos De Aridane,28.6585,-17.9182,69.55,87,40,14.97,ES,scattered clouds,2022-08-11 20:00:29
Port Alfred,-33.5906,26.891,62.82,83,99,7.45,ZA,overcast clouds,2022-08-11 20:00:31
Albany,42.6001,-73.9662,84.38,51,93,10.74,US,overcast clouds,2022-08-11 19:55:09
Aksu,41.1231,80.2644,81.3,36,97,7.83,CN,overcast clouds,2022-08-11 19:56:04
Saint-Francois,46.4154,3.9054,78.24,34,0,4.61,FR,clear sky,2022-08-11 20:00:34
Balkhash,46.844,74.9804,70.92,54,3,12.73,KZ,clear sky,2022-08-11 20:00:36
Bonavista,48.6499,-53.1147,58.39,80,91,11.81,CA,overcast clouds,2022-08-11 20:00:37
Punaauia,-17.6333,-149.6,82.04,65,20,11.5,PF,few clouds,2022-08-11 20:00:06
Aasiaat,68.7098,-52.8699,37.29,89,97,2.37,GL,overcast clouds,2022-08-11 20:00:40
Kahului,20.8947,-156.47,84.97,68,100,14.0,US,overcast clouds,2022-08-11 20:00:42
Eslov,55.8393,13.3039,68.27,77,5,2.06,SE,clear sky,2022-08-11 20:00:43
Marfino,55.7028,37.3822,68.14,52,0,6.71,RU,clear sky,2022-08-11 20:00:45
Bathsheba,13.2167,-59.5167,83.5,75,7,12.26,BB,clear sky,2022-08-11 20:00:46
Hobart,-42.8794,147.3294,43.27,90,86,5.75,AU,overcast clouds,2022-08-11 19:56:04
Bluff,-46.6,168.3333,38.57,85,98,10.65,NZ,overcast clouds,2022-08-11 20:00:49
Irece,-11.3042,-41.8558,88.61,15,0,2.1,BR,clear sky,2022-08-11 19:59:43
Buala,-8.145,159.5921,79.34,82,69,5.35,SB,light rain,2022-08-11 20:00:51
Hithadhoo,-0.6,73.0833,81.64,75,3,7.49,MV,light rain,2022-08-11 20:00:53
Skibbereen,51.55,-9.2667,64.83,67,0,2.21,IE,clear sky,2022-08-11 20:00:25
Avarua,-21.2078,-159.775,75.25,83,20,12.66,CK,few clouds,2022-08-11 19:50:59
Kapaa,22.0752,-159.319,82.38,72,74,5.99,US,broken clouds,2022-08-11 19:55:24
Bredasdorp,-34.5322,20.0403,52.79,86,100,5.68,ZA,overcast clouds,2022-08-11 19:52:13
Riberalta,-10.9833,-66.1,91.17,27,0,0.72,BO,clear sky,2022-08-11 20:01:00
Paso De Carrasco,-34.8603,-56.0522,59.56,59,0,8.7,UY,clear sky,2022-08-11 20:01:01
Cururupu,-1.8283,-44.8683,82.04,69,62,6.44,BR,broken clouds,2022-08-11 20:01:03
Albany,42.6001,-73.9662,84.38,51,93,10.74,US,overcast clouds,2022-08-11 19:55:09
Alpena,45.0617,-83.4327,71.19,50,0,15.01,US,clear sky,2022-08-11 20:01:05
Zabid,14.1951,43.3152,84.94,74,100,3.18,YE,light rain,2022-08-11 20:01:07
Kuala Terengganu,5.3302,103.1408,79.03,85,54,3.02,MY,broken clouds,2022-08-11 20:01:08
Touros,-5.1989,-35.4608,78.4,78,23,12.24,BR,few clouds,2022-08-11 20:01:09
Bredasdorp,-34.5322,20.0403,52.79,86,100,5.68,ZA,overcast clouds,2022-08-11 19:52:13
Pandan,14.0453,124.1694,79.66,84,100,1.34,PH,overcast clouds,2022-08-11 20:01:12
Kodiak,57.79,-152.4072,54.91,94,100,5.75,US,overcast clouds,2022-08-11 20:01:15
Horta,38.5333,-28.6333,76.64,73,40,13.8,PT,scattered clouds,2022-08-11 20:01:16
Yellowknife,62.456,-114.3525,61.75,39,10,12.26,CA,clear sky,2022-08-11 20:00:16
Jiayuguan,39.8167,98.3,79.23,51,0,4.43,CN,clear sky,2022-08-11 20:01:20
Puerto Ayora,-0.7393,-90.3518,78.76,94,100,7.0,EC,overcast clouds,2022-08-11 19:59:25
Dikson,73.5069,80.5464,44.49,94,99,20.38,RU,overcast clouds,2022-08-11 19:59:23
Kaitangata,-46.2817,169.8464,31.35,90,10,6.2,NZ,clear sky,2022-08-11 19:54:50
Yellowknife,62.456,-114.3525,61.75,39,10,12.26,CA,clear sky,2022-08-11 20:00:16
Tuktoyaktuk,69.4541,-133.0374,53.6,82,100,20.71,CA,light rain,2022-08-11 19:58:42
Busselton,-33.65,115.3333,49.24,87,3,9.95,AU,clear sky,2022-08-11 19:55:31
Vaini,-21.2,-175.2,74.28,65,100,15.08,TO,overcast clouds,2022-08-11 20:01:28
Chuy,-33.6971,-53.4616,57.29,78,7,5.39,UY,clear sky,2022-08-11 20:01:30
Rikitea,-23.1203,-134.9692,73.13,72,60,21.7,PF,broken clouds,2022-08-11 19:54:03
Coihaique,-45.5752,-72.0662,48.81,61,75,6.91,CL,broken clouds,2022-08-11 19:52:34
Rikitea,-23.1203,-134.9692,73.13,72,60,21.7,PF,broken clouds,2022-08-11 19:54:03
Tiksi,71.6872,128.8694,40.28,97,100,12.39,RU,overcast clouds,2022-08-11 19:52:58
Port Alfred,-33.5906,26.891,62.82,83,99,7.45,ZA,overcast clouds,2022-08-11 20:00:31
Cockburn Town,21.4612,-71.1419,81.9,75,11,16.28,TC,few clouds,2022-08-11 20:01:37
Ushuaia,-54.8,-68.3,38.82,87,40,2.3,AR,scattered clouds,2022-08-11 19:53:58
Tamandare,-8.7597,-35.1047,76.89,79,22,7.36,BR,few clouds,2022-08-11 20:01:39
Port Alfred,-33.5906,26.891,62.82,83,99,7.45,ZA,overcast clouds,2022-08-11 20:00:31
Khatanga,71.9667,102.5,44.11,66,100,6.26,RU,overcast clouds,2022-08-11 19:51:57
Ushuaia,-54.8,-68.3,38.82,87,40,2.3,AR,scattered clouds,2022-08-11 19:53:58
Rikitea,-23.1203,-134.9692,73.13,72,60,21.7,PF,broken clouds,2022-08-11 19:54:03
Tuatapere,-46.1333,167.6833,33.13,86,3,5.32,NZ,clear sky,2022-08-11 19:56:09
Port Elizabeth,-33.918,25.5701,57.09,100,0,0.0,ZA,clear sky,2022-08-11 19:58:10
Narsaq,60.9167,-46.05,49.98,76,12,4.76,GL,few clouds,2022-08-11 19:58:03
Kholm-Zhirkovskiy,55.5189,33.4731,58.42,66,0,4.56,RU,clear sky,2022-08-11 20:01:50
Rikitea,-23.1203,-134.9692,73.13,72,60,21.7,PF,broken clouds,2022-08-11 19:54:03
Busselton,-33.65,115.3333,49.24,87,3,9.95,AU,clear sky,2022-08-11 19:55:31
Princeton,25.5384,-80.4089,91.99,65,92,8.01,US,overcast clouds,2022-08-11 19:58:46
Carnarvon,-24.8667,113.6333,59.7,34,0,15.99,AU,clear sky,2022-08-11 20:01:55
Moose Factory,51.2585,-80.6094,67.57,35,7,13.67,CA,clear sky,2022-08-11 20:01:56
Bredasdorp,-34.5322,20.0403,52.79,86,100,5.68,ZA,overcast clouds,2022-08-11 19:52:13
Ugoofaaru,5.6667,73.0,81.18,79,52,11.81,MV,broken clouds,2022-08-11 20:02:00
Tasiilaq,65.6145,-37.6368,38.23,82,29,2.64,GL,scattered clouds,2022-08-11 19:53:21
Bluff,-46.6,168.3333,38.57,85,98,10.65,NZ,overcast clouds,2022-08-11 20:00:49
Lebu,-37.6167,-73.65,52.5,80,100,3.96,CL,overcast clouds,2022-08-11 19:53:58
Butaritari,3.0707,172.7902,81.86,74,99,12.19,KI,overcast clouds,2022-08-11 19:52:07
Alyangula,-13.8483,136.4192,69.62,77,29,8.59,AU,scattered clouds,2022-08-11 19:57:16
Ushuaia,-54.8,-68.3,38.82,87,40,2.3,AR,scattered clouds,2022-08-11 19:53:58
Butaritari,3.0707,172.7902,81.86,74,99,12.19,KI,overcast clouds,2022-08-11 20:02:08
Kodiak,57.79,-152.4072,54.91,94,100,5.75,US,overcast clouds,2022-08-11 20:01:15
Esperance,-33.8667,121.9,52.66,72,91,9.04,AU,overcast clouds,2022-08-11 19:59:20
Pangnirtung,66.1451,-65.7125,51.8,71,40,10.36,CA,scattered clouds,2022-08-11 19:57:34
Cape Town,-33.9258,18.4232,60.39,74,100,7.0,ZA,overcast clouds,2022-08-11 20:01:52
Yerbogachen,61.2767,108.0108,53.53,99,85,4.72,RU,overcast clouds,2022-08-11 20:02:14
Erenhot,43.6475,111.9767,72.5,45,72,9.55,CN,broken clouds,2022-08-11 20:02:15
Hofn,64.2539,-15.2082,51.78,83,63,15.52,IS,broken clouds,2022-08-11 20:02:16
Hithadhoo,-0.6,73.0833,81.64,75,3,7.49,MV,light rain,2022-08-11 20:00:53
Hilo,19.7297,-155.09,90.28,92,69,1.99,US,broken clouds,2022-08-11 19:56:34
Half Moon Bay,37.4636,-122.4286,84.54,64,40,13.8,US,scattered clouds,2022-08-11 20:00:36
Ternate,0.8,127.4,80.01,80,17,1.68,ID,few clouds,2022-08-11 20:02:21
Rikitea,-23.1203,-134.9692,73.13,72,60,21.7,PF,broken clouds,2022-08-11 19:54:03
Mareeba,-17.0,145.4333,65.12,99,30,2.04,AU,scattered clouds,2022-08-11 20:02:24
Albany,42.6001,-73.9662,84.38,51,93,10.74,US,overcast clouds,2022-08-11 19:55:09
Willowmore,-33.2926,23.4895,57.63,33,100,3.96,ZA,overcast clouds,2022-08-11 20:02:27
Aioi,34.8036,134.4681,82.35,86,100,1.99,JP,overcast clouds,2022-08-11 20:02:29
Bluff,-46.6,168.3333,38.57,85,98,10.65,NZ,overcast clouds,2022-08-11 20:00:49
Hermanus,-34.4187,19.2345,54.81,77,100,13.11,ZA,overcast clouds,2022-08-11 19:59:17
Narsaq,60.9167,-46.05,49.98,76,12,4.76,GL,few clouds,2022-08-11 19:58:03
New Norfolk,-42.7826,147.0587,42.91,81,96,0.89,AU,overcast clouds,2022-08-11 19:55:44
Ushuaia,-54.8,-68.3,38.82,87,40,2.3,AR,scattered clouds,2022-08-11 19:53:58
Caravelas,-17.7125,-39.2481,74.48,71,100,10.76,BR,overcast clouds,2022-08-11 20:02:37
Bluff,-46.6,168.3333,38.57,85,98,10.65,NZ,overcast clouds,2022-08-11 20:00:49
Puerto Carreno,6.189,-67.4859,87.01,63,100,3.51,CO,overcast clouds,2022-08-11 20:02:39
Marzuq,14.4,46.4667,78.39,71,100,4.63,YE,overcast clouds,2022-08-11 20:02:41
Cape Town,-33.9258,18.4232,60.39,74,100,7.0,ZA,overcast clouds,2022-08-11 20:01:52
East London,-33.0153,27.9116,65.25,81,100,5.84,ZA,overcast clouds,2022-08-11 20:00:50
Chokurdakh,70.6333,147.9167,49.68,70,100,8.3,RU,overcast clouds,2022-08-11 20:02:46
Nemuro,43.3236,145.575,65.43,100,100,12.17,JP,overcast clouds,2022-08-11 19:54:44
Rocha,-34.4833,-54.3333,58.53,70,1,7.43,UY,clear sky,2022-08-11 20:02:48
Saint George,37.1041,-113.5841,94.42,35,0,4.0,US,clear sky,2022-08-11 20:02:50
Nikolskoye,59.7035,30.7861,67.89,68,100,7.52,RU,overcast clouds,2022-08-11 19:59:04
Taksimo,56.3444,114.8794,54.1,85,100,3.47,RU,overcast clouds,2022-08-11 20:02:52
Saint-Philippe,-21.3585,55.7679,64.22,69,41,13.31,RE,scattered clouds,2022-08-11 19:57:22
Nikolskoye,59.7035,30.7861,67.89,68,100,7.52,RU,overcast clouds,2022-08-11 19:59:04
Broome,42.2506,-75.833,85.69,43,20,9.22,US,few clouds,2022-08-11 20:02:59
Vaini,-21.2,-175.2,74.28,65,100,15.08,TO,overcast clouds,2022-08-11 20:01:28
Punta Arenas,-53.15,-70.9167,39.31,60,40,11.5,CL,scattered clouds,2022-08-11 19:58:57
Vaini,-21.2,-175.2,74.28,65,100,15.08,TO,overcast clouds,2022-08-11 20:01:28
Butaritari,3.0707,172.7902,81.86,74,99,12.19,KI,overcast clouds,2022-08-11 20:02:08
Naze,28.3667,129.4833,79.72,83,100,5.73,JP,overcast clouds,2022-08-11 19:50:41
Kodiak,57.79,-152.4072,54.91,94,100,5.75,US,overcast clouds,2022-08-11 20:01:15
Avarua,-21.2078,-159.775,75.25,83,20,12.66,CK,few clouds,2022-08-11 20:03:08
Albany,42.6001,-73.9662,84.38,51,93,10.74,US,overcast clouds,2022-08-11 19:55:09
Payo,-3.7508,103.6372,74.07,91,72,1.86,ID,broken clouds,2022-08-11 20:03:10
Clyde River,70.4692,-68.5914,39.43,93,100,8.05,CA,overcast clouds,2022-08-11 20:03:12
East London,-33.0153,27.9116,65.25,81,100,5.84,ZA,overcast clouds,2022-08-11 20:00:50
La Trinidad,16.455,120.5875,62.94,90,100,2.55,PH,overcast clouds,2022-08-11 20:03:14
Bluff,-46.6,168.3333,38.57,85,98,10.65,NZ,overcast clouds,2022-08-11 20:00:49
Alexandru Odobescu,44.2667,27.0833,74.98,31,0,8.63,RO,clear sky,2022-08-11 20:03:17
Ponta Do Sol,32.6667,-17.1,74.01,72,70,3.87,PT,broken clouds,2022-08-11 19:54:07
Qaanaaq,77.484,-69.3632,39.07,71,97,7.07,GL,overcast clouds,2022-08-11 20:03:19
Cabo San Lucas,22.8909,-109.9124,95.61,68,65,3.0,MX,broken clouds,2022-08-11 20:03:20
Longyearbyen,78.2186,15.6401,46.24,76,75,10.36,SJ,light rain,2022-08-11 20:03:23
Qui Nhon,13.7667,109.2333,78.62,79,96,4.7,VN,overcast clouds,2022-08-11 20:03:24
Vitim,59.4511,112.5578,54.1,94,100,3.91,RU,overcast clouds,2022-08-11 20:03:26
Khatanga,71.9667,102.5,44.11,66,100,6.26,RU,overcast clouds,2022-08-11 20:03:27
Rikitea,-23.1203,-134.9692,73.13,72,60,21.7,PF,broken clouds,2022-08-11 19:54:03
Hedaru,-4.5,37.9,68.79,75,97,5.3,TZ,overcast clouds,2022-08-11 20:03:30
Luderitz,-26.6481,15.1594,56.71,85,58,8.99,NA,broken clouds,2022-08-11 20:03:31
Rikitea,-23.1203,-134.9692,73.13,72,60,21.7,PF,broken clouds,2022-08-11 19:54:03
Rikitea,-23.1203,-134.9692,73.13,72,60,21.7,PF,broken clouds,2022-08-11 19:54:03
Busselton,-33.65,115.3333,49.24,87,3,9.95,AU,clear sky,2022-08-11 19:55:31
Yellowknife,62.456,-114.3525,61.75,39,10,12.26,CA,clear sky,2022-08-11 20:00:16
Wanning,18.8003,110.3967,78.94,90,100,2.15,CN,overcast clouds,2022-08-11 20:03:37
Oranjemund,-28.55,16.4333,55.58,92,100,2.24,NA,overcast clouds,2022-08-11 20:03:38
Ibra,22.6906,58.5334,89.35,49,99,4.52,OM,overcast clouds,2022-08-11 20:03:40
Lakes Entrance,-37.8811,147.981,47.34,83,8,5.88,AU,clear sky,2022-08-11 20:02:10
Hithadhoo,-0.6,73.0833,81.64,75,3,7.49,MV,light rain,2022-08-11 20:00:53
Bethel,41.3712,-73.414,90.63,47,0,8.05,US,clear sky,2022-08-11 20:04:05
Rikitea,-23.1203,-134.9692,73.13,72,60,21.7,PF,broken clouds,2022-08-11 20:04:06
Punta Arenas,-53.15,-70.9167,39.31,60,40,11.5,CL,scattered clouds,2022-08-11 19:58:57
Ushuaia,-54.8,-68.3,38.82,87,40,2.3,AR,scattered clouds,2022-08-11 19:53:58
Jamestown,42.097,-79.2353,77.02,44,0,11.5,US,clear sky,2022-08-11 20:04:10
Beyneu,45.3167,55.2,85.3,20,0,4.94,KZ,clear sky,2022-08-11 20:04:11
Ushuaia,-54.8,-68.3,38.82,87,40,2.3,AR,scattered clouds,2022-08-11 19:53:58
Sao Joao Da Barra,-21.6403,-41.0511,72.95,55,98,25.61,BR,overcast clouds,2022-08-11 20:04:15
Narsaq,60.9167,-46.05,49.98,76,12,4.76,GL,few clouds,2022-08-11 19:58:03
Punta Arenas,-53.15,-70.9167,39.31,60,40,11.5,CL,scattered clouds,2022-08-11 19:58:57
Chuy,-33.6971,-53.4616,57.29,78,7,5.39,UY,clear sky,2022-08-11 20:01:30
Bluff,-46.6,168.3333,38.57,85,98,10.65,NZ,overcast clouds,2022-08-11 20:00:49
Fairbanks,64.8378,-147.7164,64.6,56,8,2.73,US,clear sky,2022-08-11 20:00:25
Jacareacanga,-6.2222,-57.7528,97.68,26,5,1.88,BR,clear sky,2022-08-11 20:04:23
Uige,-7.6087,15.0613,69.48,49,95,1.32,AO,overcast clouds,2022-08-11 20:04:26
Sibolga,1.7427,98.7792,75.15,78,18,3.8,ID,few clouds,2022-08-11 20:04:28
Khatanga,71.9667,102.5,44.11,66,100,6.26,RU,overcast clouds,2022-08-11 20:03:27
San Matias,-16.3667,-58.4,78.21,25,0,4.12,BO,clear sky,2022-08-11 20:04:30
Albany,42.6001,-73.9662,84.38,51,93,10.74,US,overcast clouds,2022-08-11 19:55:09
Bredasdorp,-34.5322,20.0403,52.79,86,100,5.68,ZA,overcast clouds,2022-08-11 20:04:33
Saskylakh,71.9167,114.0833,42.87,71,100,6.8,RU,overcast clouds,2022-08-11 20:04:34
Sembe,1.6481,14.5806,72.99,84,98,2.66,CG,overcast clouds,2022-08-11 20:04:36
Nikolskoye,59.7035,30.7861,67.89,68,100,7.52,RU,overcast clouds,2022-08-11 19:59:04
Beloha,-25.1667,45.05,66.34,56,0,9.95,MG,clear sky,2022-08-11 19:57:36
Mabaruma,8.2,-59.7833,82.99,72,57,5.97,GY,broken clouds,2022-08-11 20:04:39
Barrow,71.2906,-156.7887,44.62,93,100,21.85,US,mist,2022-08-11 20:04:41
Saint George,37.1041,-113.5841,94.42,35,0,4.0,US,clear sky,2022-08-11 20:02:50
Bluff,-46.6,168.3333,38.57,85,98,10.65,NZ,overcast clouds,2022-08-11 20:00:49
Dharampuri,22.1667,75.35,77.27,90,97,10.87,IN,overcast clouds,2022-08-11 20:04:44
Port Elizabeth,-33.918,25.5701,57.09,100,0,0.0,ZA,clear sky,2022-08-11 19:58:10
Berdigestyakh,62.0989,126.6992,55.36,95,35,3.11,RU,scattered clouds,2022-08-11 20:04:47
Hasaki,35.7333,140.8333,81.28,86,17,24.87,JP,few clouds,2022-08-11 20:04:48
Atuona,-9.8,-139.0333,76.86,70,59,28.36,PF,broken clouds,2022-08-11 19:58:12
Esperance,-33.8667,121.9,52.66,72,91,9.04,AU,overcast clouds,2022-08-11 19:59:20
Bondoukou,8.0333,-2.8,74.57,80,100,4.12,CI,overcast clouds,2022-08-11 20:04:52
Jamestown,42.097,-79.2353,77.02,44,0,11.5,US,clear sky,2022-08-11 20:04:10
Bathsheba,13.2167,-59.5167,83.5,75,7,12.26,BB,clear sky,2022-08-11 20:00:46
Ciudad Bolivar,8.1222,-63.5497,92.62,46,68,2.06,VE,broken clouds,2022-08-11 20:01:33
Qaanaaq,77.484,-69.3632,39.07,71,97,7.07,GL,overcast clouds,2022-08-11 20:03:19
Taltal,-25.4,-70.4833,59.18,73,99,4.38,CL,overcast clouds,2022-08-11 20:04:59
Chuy,-33.6971,-53.4616,57.29,78,7,5.39,UY,clear sky,2022-08-11 20:01:30
Kununurra,-15.7667,128.7333,71.58,37,7,6.91,AU,clear sky,2022-08-11 20:05:02
Cape Town,-33.9258,18.4232,60.39,74,100,7.0,ZA,overcast clouds,2022-08-11 20:01:52
Maumere,-8.6199,122.2111,77.74,83,95,4.5,ID,overcast clouds,2022-08-11 20:05:04
Chokurdakh,70.6333,147.9167,49.68,70,100,8.3,RU,overcast clouds,2022-08-11 20:02:46
Khatanga,71.9667,102.5,44.11,66,100,6.26,RU,overcast clouds,2022-08-11 20:03:27
Albany,42.6001,-73.9662,84.38,51,93,10.74,US,overcast clouds,2022-08-11 19:55:09
Nikolskoye,59.7035,30.7861,67.89,68,100,7.52,RU,overcast clouds,2022-08-11 19:59:04
Okhotsk,59.3833,143.3,56.75,95,100,2.93,RU,overcast clouds,2022-08-11 20:05:12
Esperance,-33.8667,121.9,52.66,72,91,9.04,AU,overcast clouds,2022-08-11 19:59:20
Georgetown,5.4112,100.3354,82.89,83,20,2.3,MY,few clouds,2022-08-11 20:00:32
Ushuaia,-54.8,-68.3,38.82,87,40,2.3,AR,scattered clouds,2022-08-11 19:53:58
Bluff,-46.6,168.3333,38.57,85,98,10.65,NZ,overcast clouds,2022-08-11 20:00:49
Waipawa,-41.4122,175.5153,39.6,89,80,2.35,NZ,broken clouds,2022-08-11 20:05:18
Pevek,69.7008,170.3133,36.66,92,88,6.17,RU,overcast clouds,2022-08-11 20:05:20
Saskylakh,71.9167,114.0833,42.87,71,100,6.8,RU,overcast clouds,2022-08-11 20:05:21
Tiksi,71.6872,128.8694,40.28,97,100,12.39,RU,overcast clouds,2022-08-11 20:05:23
Maniitsoq,65.4167,-52.9,43.99,82,98,10.69,GL,overcast clouds,2022-08-11 20:05:24
Tuy Hoa,13.0833,109.3,77.9,81,100,8.88,VN,overcast clouds,2022-08-11 20:01:54
San Lawrenz,36.0553,14.204,78.85,85,0,8.32,MT,clear sky,2022-08-11 20:05:27
Ilulissat,69.2167,-51.1,36.41,96,100,1.43,GL,overcast clouds,2022-08-11 20:05:28
Valdivia,-39.8142,-73.2459,53.69,77,100,2.95,CL,light rain,2022-08-11 20:05:30
Clyde River,70.4692,-68.5914,39.43,93,100,8.05,CA,overcast clouds,2022-08-11 20:03:12
Rikitea,-23.1203,-134.9692,73.13,72,60,21.7,PF,broken clouds,2022-08-11 20:04:06
Mataura,-46.1927,168.8643,28.87,94,17,3.06,NZ,few clouds,2022-08-11 20:05:35
Ushuaia,-54.8,-68.3,38.82,87,75,4.61,AR,broken clouds,2022-08-11 20:05:37
Mundo Nuevo,18.7,-95.5,83.3,70,98,8.19,MX,overcast clouds,2022-08-11 20:05:39
Camargo,27.6667,-105.1667,91.0,23,0,8.77,MX,clear sky,2022-08-11 20:05:41
Davila,18.4726,120.5763,80.08,76,96,1.68,PH,overcast clouds,2022-08-11 20:05:42
Puerto Ayora,-0.7393,-90.3518,78.76,93,100,8.01,EC,overcast clouds,2022-08-11 20:11:04
Mayumba,-3.432,10.6554,70.23,89,99,5.28,GA,overcast clouds,2022-08-11 20:11:08
Hobart,-42.8794,147.3294,43.05,91,86,5.75,AU,overcast clouds,2022-08-11 20:11:09
Les Cayes,18.2,-73.75,88.59,59,0,10.56,HT,clear sky,2022-08-11 20:11:11
Lagoa,39.05,-27.9833,73.85,81,100,13.67,PT,overcast clouds,2022-08-11 20:11:12
Hamada,34.8833,132.0833,77.5,88,100,5.86,JP,overcast clouds,2022-08-11 20:11:14
Cockburn Town,21.4612,-71.1419,81.9,75,11,16.28,TC,few clouds,2022-08-11 20:11:16
Rikitea,-23.1203,-134.9692,73.13,72,60,21.7,PF,broken clouds,2022-08-11 20:11:18
Carnarvon,-24.8667,113.6333,59.7,34,0,15.99,AU,clear sky,2022-08-11 20:11:19
Punta Arenas,-53.15,-70.9167,39.31,65,40,11.5,CL,scattered clouds,2022-08-11 20:10:36
Carnarvon,-24.8667,113.6333,59.7,34,0,15.99,AU,clear sky,2022-08-11 20:11:19
Mar Del Plata,-38.0023,-57.5575,60.82,65,0,15.99,AR,clear sky,2022-08-11 20:11:23
Barrow,71.2906,-156.7887,44.62,93,100,21.85,US,mist,2022-08-11 20:11:24
Chokurdakh,70.6333,147.9167,49.68,70,100,8.3,RU,overcast clouds,2022-08-11 20:11:26
Vila,42.0304,-8.1588,63.7,71,0,2.24,PT,clear sky,2022-08-11 20:11:27
